Site,Year,Season,SurveyType,TideZone,Transect,Quad,Species,Density
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,4,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,2,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,High,1,4,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,3,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,1,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,1,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,3,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,High,1,2,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,3,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,2,1,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,High,1,3,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,5,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,5,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,2,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,High,1,1,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,1,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,1,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,3,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,5,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,2,2,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,2,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,2,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,5,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Aulacomya atra maoriana,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,3,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,4,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Aulacomya atra maoriana,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,High,2,1,Aulacomya atra maoriana,7.992
Rakautara,2006,Summer,Quads_All_species,Mid,2,4,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_All_species,Mid,1,2,Aulacomya atra maoriana,7.992
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Aulacomya atra maoriana,39.96
Rakautara,2005,Winter,Quads_All_species,Mid,2,3,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_All_species,Mid,1,1,Aulacomya atra maoriana,7.992
Rakautara,2006,Summer,Quads_All_species,Mid,2,2,Aulacomya atra maoriana,7.992
Rakautara,2006,Summer,Quads_All_species,High,2,2,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Aulacomya atra maoriana,7.992
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_All_species,High,2,5,Aulacomya atra maoriana,7.992
Rakautara,2005,Winter,Quads_All_species,Mid,1,2,Aulacomya atra maoriana,39.96
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,39.96
Rakautara,2006,Winter,Quads_All_species,Mid,1,5,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,7.992
Rakautara,2005,Winter,Quads_All_species,High,1,2,Aulacomya atra maoriana,7.992
Rakautara,2006,Summer,Quads_All_species,Mid,1,1,Aulacomya atra maoriana,39.96
Rakautara,2006,Winter,Quads_All_species,Mid,1,3,Aulacomya atra maoriana,7.992
Rakautara,2005,Winter,Quads_All_species,High,2,2,Aulacomya atra maoriana,7.992
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Aulacomya atra maoriana,7.992
Rakautara,2006,Summer,Quads_All_species,High,2,5,Aulacomya atra maoriana,7.992
Rakautara,2005,Winter,Quads_All_species,Mid,1,5,Aulacomya atra maoriana,39.96
Rakautara,2006,Winter,Quads_All_species,Mid,1,4,Aulacomya atra maoriana,7.992
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Aulacomya atra maoriana,7.992
Rakautara,2005,Winter,Quads_All_species,High,1,4,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,High,1,2,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,High,2,5,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,Mid,1,1,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,High,1,3,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,High,1,4,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,High,2,3,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,2,3,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,2,2,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,4,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,Mid,2,1,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,1,4,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,Mid,2,3,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,2,1,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,Mid,2,2,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,High,2,3,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,High,1,1,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,High,1,5,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,Mid,2,1,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,Mid,2,3,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,1,5,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,High,1,5,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,Mid,1,3,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,3,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,1,1,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,Mid,2,4,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,Mid,2,2,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,Mid,2,4,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,High,1,3,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,Mid,2,1,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,Mid,1,4,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,Mid,2,5,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,High,1,1,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,Mid,2,5,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,5,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,1,3,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,High,1,2,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_All_species,High,2,1,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Aulacomya atra maoriana,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Aulacomya atra maoriana,0
Rakautara,2006,Winter,Quads_All_species,Mid,2,5,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Aulacomya atra maoriana,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,2,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Aulacomya atra maoriana,30.96
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Aulacomya atra maoriana,3.096
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Aulacomya atra maoriana,15.48
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,30.96
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Aulacomya atra maoriana,3.096
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Aulacomya atra maoriana,30.96
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Aulacomya atra maoriana,30.96
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Aulacomya atra maoriana,30.96
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Aulacomya atra maoriana,30.96
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Aulacomya atra maoriana,6.192
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Aulacomya atra maoriana,15.48
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Aulacomya atra maoriana,3.096
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Aulacomya atra maoriana,3.096
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Aulacomya atra maoriana,3.096
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Aulacomya atra maoriana,30.96
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Aulacomya atra maoriana,3.096
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Aulacomya atra maoriana,3.096
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,3.096
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Aulacomya atra maoriana,30.96
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Aulacomya atra maoriana,15.48
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Aulacomya atra maoriana,15.48
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,3.096
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Aulacomya atra maoriana,3.096
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Aulacomya atra maoriana,30.96
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Aulacomya atra maoriana,30.96
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Aulacomya atra maoriana,6.192
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Aulacomya atra maoriana,30.96
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Aulacomya atra maoriana,3.096
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Aulacomya atra maoriana,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Aulacomya atra maoriana,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Aulacomya atra maoriana,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Aulacomya atra maoriana,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,1,Calantica spinosa,0
CapeFoulwind,2006,Summer,Quads_All_species,High,2,1,Calantica spinosa,41.64
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,2,Calantica spinosa,4.164
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,5,Calantica spinosa,124.92
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,5,Calantica spinosa,0
CapeFoulwind,2006,Winter,Quads_All_species,High,1,1,Calantica spinosa,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,1,Calantica spinosa,20.82
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Calantica spinosa,4.164
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,4,Calantica spinosa,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,4,Calantica spinosa,0
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Calantica spinosa,124.92
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Calantica spinosa,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,1,Calantica spinosa,0
CapeFoulwind,2006,Summer,Quads_All_species,High,1,4,Calantica spinosa,0
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Calantica spinosa,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,2,Calantica spinosa,0
CapeFoulwind,2006,Summer,Quads_All_species,High,1,1,Calantica spinosa,20.82
CapeFoulwind,2005,Winter,Quads_All_species,High,1,4,Calantica spinosa,83.28
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,2,Calantica spinosa,20.82
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Calantica spinosa,20.82
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,4,Calantica spinosa,0
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Calantica spinosa,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,1,Calantica spinosa,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,3,Calantica spinosa,0
CapeFoulwind,2006,Winter,Quads_All_species,High,2,2,Calantica spinosa,41.64
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,1,Calantica spinosa,4.164
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Calantica spinosa,124.92
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,4,Calantica spinosa,20.82
CapeFoulwind,2005,Winter,Quads_All_species,High,1,2,Calantica spinosa,0
CapeFoulwind,2006,Winter,Quads_All_species,High,1,4,Calantica spinosa,20.82
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,4,Calantica spinosa,166.56
