published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD562,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,100,percent / 1 individual,,,,1,proportion / individual,,,,21,marine,lab,0.090729,cubic metre,0.090729,cubic metre,8,direct,celsius,,,,,,,,,75,second,75,second,,,not replaced,,not replaced,"Dunstaffnage Bay, Scotland",,,,0,,56.44,-5.454,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,field collected,10.7,8.2-13.2C,23670000,9 month,second,,,,,,,,0.118,meter,body length (mean),0.0131170572,kilogram,2,individual per arena (1),individual,22.0436685073,cubic meter,0.0131170572,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.7,8.2-13.2C,4493000,38-66 days,second,,,,,,,,0.014,meter,body length (mean),0.00000449941243206862,kilogram,17.5,individual per arena (1),individual,192.882099439,cubic meter,0.00000449941243206862,kilogram (wet body mass),event density rate,interaction,ecological event,Table 2,"Fuiman L. A. & R.S. Batty. 1994. Susceptibility of Atlantic herring and plaice larvae to predation by juvenile cod and herring at two constant temperatures. Journal of Fish Biology 44, 23-34.",http://dx.doi.org/10.1111/j.1095-8649.1994.tb01582.x,Biotraits,null@null.invalid,
MTD562,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,100,percent / 1 individual,,,,1,proportion / individual,,,,21,marine,lab,0.090729,cubic metre,0.090729,cubic metre,13,direct,celsius,,,,,,,,,75,second,75,second,,,not replaced,,not replaced,"Dunstaffnage Bay, Scotland",,,,0,,56.44,-5.454,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,13,celsius,inferred (ambient),,,,,,field collected,10.7,8.2-13.2C,23670000,9 month,second,,,,,,,,0.118,meter,body length (mean),0.0131170572,kilogram,2,individual per arena (1),individual,22.0436685073,cubic meter,0.0131170572,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,13,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.7,8.2-13.2C,4493000,38-66 days,second,,,,,,,,0.014,meter,body length (mean),0.00000449941243206862,kilogram,17.5,individual per arena (1),individual,192.882099439,cubic meter,0.00000449941243206862,kilogram (wet body mass),event density rate,interaction,ecological event,Table 2,"Fuiman L. A. & R.S. Batty. 1994. Susceptibility of Atlantic herring and plaice larvae to predation by juvenile cod and herring at two constant temperatures. Journal of Fish Biology 44, 23-34.",http://dx.doi.org/10.1111/j.1095-8649.1994.tb01582.x,Biotraits,null@null.invalid,
MTD563,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,88.9,percent / 1 individual,,,,0.889,proportion / individual,,,,36,marine,lab,0.090729,cubic metre,0.090729,cubic metre,8,direct,celsius,,,,,,,,,75,second,75,second,,,not replaced,,not replaced,"Dunstaffnage Bay, Scotland",,,,0,,56.44,-5.454,Gadus morhua,atlantic cod,,,,Metazoa,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,juvenile,8,celsius,inferred (ambient),,,,,,field collected,10.7,8.2-13.2C,23670000,9 month,second,,,,,,,,0.1275,meter,body length (mean),0.0181052437,kilogram,2,individual per arena (1),individual,22.0436685073,cubic meter,0.0181052437,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.7,8.2-13.2C,4493000,38-66 days,second,,,,,,,,0.014,meter,body length (mean),0.00000449941243206862,kilogram,17.5,individual per arena (1),individual,192.882099439,cubic meter,0.00000449941243206862,kilogram (wet body mass),event density rate,interaction,ecological event,Table 2,"Fuiman L. A. & R.S. Batty. 1994. Susceptibility of Atlantic herring and plaice larvae to predation by juvenile cod and herring at two constant temperatures. Journal of Fish Biology 44, 23-34.",http://dx.doi.org/10.1111/j.1095-8649.1994.tb01582.x,Biotraits,null@null.invalid,
MTD563,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,87.1,percent / 1 individual,,,,0.871,proportion / individual,,,,36,marine,lab,0.090729,cubic metre,0.090729,cubic metre,13,direct,celsius,,,,,,,,,75,second,75,second,,,not replaced,,not replaced,"Dunstaffnage Bay, Scotland",,,,0,,56.44,-5.454,Gadus morhua,atlantic cod,,,,Metazoa,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,juvenile,13,celsius,inferred (ambient),,,,,,field collected,10.7,8.2-13.2C,23670000,9 month,second,,,,,,,,0.1275,meter,body length (mean),0.0181052437,kilogram,2,individual per arena (1),individual,22.0436685073,cubic meter,0.0181052437,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,13,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.7,8.2-13.2C,4493000,38-66 days,second,,,,,,,,0.014,meter,body length (mean),0.00000449941243206862,kilogram,17.5,individual per arena (1),individual,192.882099439,cubic meter,0.00000449941243206862,kilogram (wet body mass),event density rate,interaction,ecological event,Table 2,"Fuiman L. A. & R.S. Batty. 1994. Susceptibility of Atlantic herring and plaice larvae to predation by juvenile cod and herring at two constant temperatures. Journal of Fish Biology 44, 23-34.",http://dx.doi.org/10.1111/j.1095-8649.1994.tb01582.x,Biotraits,null@null.invalid,
MTD564,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,50,percent / 1 individual,,,,0.5,proportion / individual,,,,4,marine,lab,0.090729,cubic metre,0.090729,cubic metre,8,direct,celsius,,,,,,,,,75,second,75,second,,,not replaced,,not replaced,"Dunstaffnage Bay, Scotland",,,,0,,56.44,-5.454,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,field collected,10.7,8.2-13.2C,23670000,9 month,second,,,,,,,,0.118,meter,body length (mean),0.0131170572,kilogram,2,individual per arena (1),individual,22.0436685073,cubic meter,0.0131170572,kilogram (wet body mass),Pleuronectes platessa,european plaice,Metazoa,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.7,8.2-13.2C,2419000,9-47 days,second,,,,,,,,0.007,meter,body length (mean),0.00000177636722758639,kilogram,17.5,individual per arena (1),individual,192.882099439,cubic meter,0.00000177636722758639,kilogram (wet body mass),event density rate,interaction,ecological event,Table 3,"Fuiman L. A. & R.S. Batty. 1994. Susceptibility of Atlantic herring and plaice larvae to predation by juvenile cod and herring at two constant temperatures. Journal of Fish Biology 44, 23-34.",http://dx.doi.org/10.1111/j.1095-8649.1994.tb01582.x,Biotraits,null@null.invalid,
MTD564,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,100,percent / 1 individual,,,,1,proportion / individual,,,,4,marine,lab,0.090729,cubic metre,0.090729,cubic metre,13,direct,celsius,,,,,,,,,75,second,75,second,,,not replaced,,not replaced,"Dunstaffnage Bay, Scotland",,,,0,,56.44,-5.454,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,13,celsius,inferred (ambient),,,,,,field collected,10.7,8.2-13.2C,23670000,9 month,second,,,,,,,,0.118,meter,body length (mean),0.0131170572,kilogram,2,individual per arena (1),individual,22.0436685073,cubic meter,0.0131170572,kilogram (wet body mass),Pleuronectes platessa,european plaice,Metazoa,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,juvenile,13,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.7,8.2-13.2C,2419000,9-47 days,second,,,,,,,,0.007,meter,body length (mean),0.00000177636722758639,kilogram,17.5,individual per arena (1),individual,192.882099439,cubic meter,0.00000177636722758639,kilogram (wet body mass),event density rate,interaction,ecological event,Table 3,"Fuiman L. A. & R.S. Batty. 1994. Susceptibility of Atlantic herring and plaice larvae to predation by juvenile cod and herring at two constant temperatures. Journal of Fish Biology 44, 23-34.",http://dx.doi.org/10.1111/j.1095-8649.1994.tb01582.x,Biotraits,null@null.invalid,
MTD565,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,93.8,percent / 1 individual,,,,0.938,proportion / individual,,,,32,marine,lab,0.090729,cubic metre,0.090729,cubic metre,8,direct,celsius,,,,,,,,,75,second,75,second,,,not replaced,,not replaced,"Dunstaffnage Bay, Scotland",,,,0,,56.44,-5.454,Gadus morhua,atlantic cod,,,,Metazoa,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,juvenile,8,celsius,inferred (ambient),,,,,,field collected,10.7,8.2-13.2C,23670000,9 month,second,,,,,,,,0.1275,meter,body length (mean),0.0181052437,kilogram,2,individual per arena (1),individual,22.0436685073,cubic meter,0.0181052437,kilogram (wet body mass),Pleuronectes platessa,european plaice,Metazoa,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.7,8.2-13.2C,2419000,9-47 days,second,,,,,,,,0.008,meter,body length (mean),0.00000278477642590755,kilogram,17.5,individual per arena (1),individual,192.882099439,cubic meter,0.00000278477642590755,kilogram (wet body mass),event density rate,interaction,ecological event,Table 3,"Fuiman L. A. & R.S. Batty. 1994. Susceptibility of Atlantic herring and plaice larvae to predation by juvenile cod and herring at two constant temperatures. Journal of Fish Biology 44, 23-34.",http://dx.doi.org/10.1111/j.1095-8649.1994.tb01582.x,Biotraits,null@null.invalid,
MTD565,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,Successful Attack Probability,The number of attacks that resulted in consumption of resource in proportion to the total number of attacks attempted,100,percent / 1 individual,,,,1,proportion / individual,,,,32,marine,lab,0.090729,cubic metre,0.090729,cubic metre,13,direct,celsius,,,,,,,,,75,second,75,second,,,not replaced,,not replaced,"Dunstaffnage Bay, Scotland",,,,0,,56.44,-5.454,Gadus morhua,atlantic cod,,,,Metazoa,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,juvenile,13,celsius,inferred (ambient),,,,,,field collected,10.7,8.2-13.2C,23670000,9 month,second,,,,,,,,0.1275,meter,body length (mean),0.0181052437,kilogram,2,individual per arena (1),individual,22.0436685073,cubic meter,0.0181052437,kilogram (wet body mass),Pleuronectes platessa,european plaice,Metazoa,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,juvenile,13,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.7,8.2-13.2C,2419000,9-47 days,second,,,,,,,,0.008,meter,body length (mean),0.00000278477642590755,kilogram,17.5,individual per arena (1),individual,192.882099439,cubic meter,0.00000278477642590755,kilogram (wet body mass),event density rate,interaction,ecological event,Table 3,"Fuiman L. A. & R.S. Batty. 1994. Susceptibility of Atlantic herring and plaice larvae to predation by juvenile cod and herring at two constant temperatures. Journal of Fish Biology 44, 23-34.",http://dx.doi.org/10.1111/j.1095-8649.1994.tb01582.x,Biotraits,null@null.invalid,
MTD656,'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",61.3261,percent / 1 individual,,,,0.613261,proportion / individual,,,,42,freshwater,lab,7,metre,7,metre,10,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Lake Opinicon, Ontario, Canada",,,,0,,44.538,-76.367,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.1428571429,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,10,celsius,inferred (ambient),,,,,,field collected (at acclimation temperature),,,,,,,,,,,,,0.060922,kilogram,wet body mass (mean),0.060922,kilogram,,,,,,0.060922,kilogram (wet body mass),event density rate,interaction,ecological event,Fig 3,"Scribner S.J. & P.J. Weatherhead. 1995. Locomotion and antipredator behaviour in three species of semi-aquatic snakes. Canadian Journal of Zoology 73, 321-329.",http://dx.doi.org/10.1139/z95-036,Biotraits,null@null.invalid,
MTD656,'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",45.3802,percent / 1 individual,,,,0.453802,proportion / individual,,,,42,freshwater,lab,7,metre,7,metre,20,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Lake Opinicon, Ontario, Canada",,,,0,,44.538,-76.367,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.1428571429,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,20,celsius,inferred (ambient),,,,,,field collected (at acclimation temperature),,,,,,,,,,,,,0.060922,kilogram,wet body mass (mean),0.060922,kilogram,,,,,,0.060922,kilogram (wet body mass),event density rate,interaction,ecological event,Fig 3,"Scribner S.J. & P.J. Weatherhead. 1995. Locomotion and antipredator behaviour in three species of semi-aquatic snakes. Canadian Journal of Zoology 73, 321-329.",http://dx.doi.org/10.1139/z95-036,Biotraits,null@null.invalid,
MTD656,'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",21.5996,percent / 1 individual,,,,0.215996,proportion / individual,,,,42,freshwater,lab,7,metre,7,metre,30,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Lake Opinicon, Ontario, Canada",,,,0,,44.538,-76.367,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.1428571429,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,30,celsius,inferred (ambient),,,,,,field collected (at acclimation temperature),,,,,,,,,,,,,0.060922,kilogram,wet body mass (mean),0.060922,kilogram,,,,,,0.060922,kilogram (wet body mass),event density rate,interaction,ecological event,Fig 3,"Scribner S.J. & P.J. Weatherhead. 1995. Locomotion and antipredator behaviour in three species of semi-aquatic snakes. Canadian Journal of Zoology 73, 321-329.",http://dx.doi.org/10.1139/z95-036,Biotraits,null@null.invalid,
MTD657,'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",27.6476,percent / 1 individual,,,,0.276476,proportion / individual,,,,33,freshwater,lab,7,metre,7,metre,10,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Lake Opinicon, Ontario, Canada",,,,0,,44.538,-76.367,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.1428571429,meter,80,kilogram (wet body mass),Nerodia sipedon,northern water snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,adult,10,celsius,inferred (ambient),,,,,,field collected (at acclimation temperature),,,,,,,,,,,,,0.19583,kilogram,wet body mass (mean),0.19583,kilogram,,,,,,0.19583,kilogram (wet body mass),event density rate,interaction,ecological event,Fig 3,"Scribner S.J. & P.J. Weatherhead. 1995. Locomotion and antipredator behaviour in three species of semi-aquatic snakes. Canadian Journal of Zoology 73, 321-329.",http://dx.doi.org/10.1139/z95-036,Biotraits,null@null.invalid,
MTD657,'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",'Consumer-Disorientation' Defence Probability,"Probability that each resource from a population will exhibit 'consumer disorienting' behaviour when attacked (i.e., consists of the resource stopping suddenly and reversing its direction so it faces the direction from which it was being attacked)",17.9566,percent / 1 individual,,,,0.179566,proportion / individual,,,,33,freshwater,lab,7,metre,7,metre,20,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Lake Opinicon, Ontario, Canada",,,,0,,44.538,-76.367,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.1428571429,meter,80,kilogram (wet body mass),Nerodia sipedon,northern water snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,adult,20,celsius,inferred (ambient),,,,,,field collected (at acclimation temperature),,,,,,,,,,,,,0.19583,kilogram,wet body mass (mean),0.19583,kilogram,,,,,,0.19583,kilogram (wet body mass),event density rate,interaction,ecological event,Fig 3,"Scribner S.J. & P.J. Weatherhead. 1995. Locomotion and antipredator behaviour in three species of semi-aquatic snakes. Canadian Journal of Zoology 73, 321-329.",http://dx.doi.org/10.1139/z95-036,Biotraits,null@null.invalid,
